key,place,state,latitude,longitude
IN/689533,Nalkalikal Edso,Kerala,10.2762,76.2548
IN/689543,Madathumbhagom North B.O,Kerala,10.2762,76.2548
IN/689544,Paduthode B.O,Kerala,10.2762,76.2548
IN/689545,Thadiyoor,Kerala,10.2762,76.2548
IN/689546,Othara,Kerala,10.2762,76.2548
IN/689547,Kadapra Kumbanad Edso,Kerala,10.2762,76.2548
IN/689551,Othara West,Kerala,10.2762,76.2548
IN/689573,Edathua,Kerala,10.2762,76.2548
IN/689586,Chalapally B.O,Kerala,10.2762,76.2548
IN/689587,Padimon B.O,Kerala,10.2762,76.2548
IN/689588,Vaipur,Kerala,10.2762,76.2548
IN/689595,Rmankary,Kerala,10.2762,76.2548
IN/689603,Kadamankulam Edso,Kerala,10.2762,76.2548
IN/689614,Edappavur B.O,Kerala,10.2762,76.2548
IN/689621,Vadakkumbhagom B.O,Kerala,10.2762,76.2548
IN/689630,Kadapra Mannar Edso,Kerala,10.2762,76.2548
IN/689647,Oonukal Quilon B.O,Kerala,10.2762,76.2548
IN/689648,Chandanapally Edso,Kerala,10.2762,76.2548
IN/689649,Kadammanitta,Kerala,10.2762,76.2548
IN/689662,Vadasserikara,Kerala,10.2762,76.2548
IN/689664,Thalachira Eram B.O,Kerala,10.2762,76.2548
IN/689665,Madamon Edso,Kerala,10.2762,76.2548
IN/689667,Seethathode,Kerala,10.2762,76.2548
IN/689672,Ranny,Kerala,10.2762,76.2548
IN/689673,Ranny Pazhavangadi,Kerala,10.2762,76.2548
IN/689674,Oonakkavu B.O,Kerala,10.2762,76.2548
IN/689676,Makkapuzha,Kerala,10.2762,76.2548
IN/689681,Ranny Edamon Edso,Kerala,10.2762,76.2548
IN/689692,Adumpankulam B.O,Kerala,10.2762,76.2548
IN/689703,Illakollur Edso,Kerala,10.2762,76.2548
IN/689711,Adichipuzha B.O,Kerala,10.2762,76.2548
IN/689713,Sabarimala,Kerala,10.2762,76.2548
IN/690503,Illippakulam B.O,Kerala,9.3,76.4667
IN/690505,Vadaraplavu B.O,Kerala,9.3,76.4667
IN/690510,Olattiambalam,Kerala,9.3,76.4667
IN/690512,Naduvattom B.O Pallippad,Kerala,9.3,76.4667
IN/690513,Akamkudi B.O,Kerala,9.3,76.4667
IN/690514,Haripad,Kerala,9.3,76.4667
IN/690521,Sasthamcottah,Kerala,9.3,76.4667
IN/690522,Sooranad,Kerala,9.3,76.4667
IN/690523,Kadathur Ward B.O,Kerala,9.3,76.4667
IN/690524,Padinjattekara,Kerala,9.3,76.4667
IN/690526,Madathilkaranma B.O,Kerala,9.3,76.4667
IN/690527,Govindamuttam B.O,Kerala,9.3,76.4667
IN/690529,Padanilam,Kerala,9.3,76.4667
IN/690536,Vadakkumthala East,Kerala,9.3,76.4667
IN/690541,Bharanicavu Edso,Kerala,9.3,76.4667
IN/690555,Mahadevicaud Edso,Kerala,9.3,76.4667
IN/690561,Soornad North,Kerala,9.3,76.4667
IN/690573,S.V Market B.O,Kerala,9.3,76.4667
IN/691005,T.K.M.College,Kerala,8.8333,76.9167
IN/691008,Kadappakada,Kerala,8.8333,76.9167
IN/691010,Vadakkevila,Kerala,8.8333,76.9167
IN/691014,Chandanathope,Kerala,8.8333,76.9167
IN/691019,Uliyakovil,Kerala,8.8333,76.9167
IN/691302,Bhoothakulam,Kerala,8.8333,76.9167
IN/691305,Shaliacary Estatate B.O,Kerala,8.8333,76.9167
IN/691306,Vadamon B.O,Kerala,8.8333,76.9167
IN/691309,Edapalayam B.O,Kerala,8.8333,76.9167
IN/691310,Dally B.O,Kerala,8.8333,76.9167
IN/691312,Kadamancode B.O,Kerala,8.8333,76.9167
IN/691329,Urukunnu Esdo,Kerala,8.8333,76.9167
IN/691330,Bharatheepuram Edso,Kerala,8.8333,76.9167
IN/691500,West Kallada,Kerala,8.8333,76.9167
IN/691502,East Kallada,Kerala,8.8333,76.9167
IN/691503,Padappakkara B.O,Kerala,8.8333,76.9167
IN/691505,Kadakkode B.O,Kerala,8.8333,76.9167
IN/691508,Chakkuvarakkal B.O,Kerala,8.8333,76.9167
IN/691510,Akkal B.O,Kerala,8.8333,76.9167
IN/691512,Odanavattom,Kerala,8.8333,76.9167
IN/691515,Nallila,Kerala,8.8333,76.9167
IN/691523,Adur Kla,Kerala,8.8333,76.9167
IN/691529,Vadakkadathukavu Jn.Edso,Kerala,8.8333,76.9167
IN/691534,Chadayamangalam,Kerala,8.8333,76.9167
IN/691536,Kadakkal,Kerala,8.8333,76.9167
IN/691537,Mailode B.O,Kerala,8.8333,76.9167
IN/691539,Illamadu Edso,Kerala,8.8333,76.9167
IN/691541,Madathara,Kerala,8.8333,76.9167
IN/691546,Thalachira Edso,Kerala,8.8333,76.9167
IN/691547,Ummannur Edso,Kerala,8.8333,76.9167
IN/691551,Sadanandapuram Edso,Kerala,8.8333,76.9167
IN/691552,Kadambanad,Kerala,8.8333,76.9167
IN/691553,Kadambanad South,Kerala,8.8333,76.9167
IN/691555,Edathitta B.O,Kerala,8.8333,76.9167
IN/691560,Mailom B.O,Kerala,8.8333,76.9167
IN/691572,Chathannur,Kerala,8.8333,76.9167
IN/691573,Adichanallur,Kerala,8.8333,76.9167
IN/691577,Decent Jn B.O,Kerala,8.8333,76.9167
IN/691579,Aduthala B.O,Kerala,8.8333,76.9167
IN/691581,Sakthikulangara,Kerala,8.8333,76.9167
IN/691583,Edapallicotta B.O,Kerala,8.8333,76.9167
IN/691584,Vadakkumbhagam B.O,Kerala,8.8333,76.9167
IN/691589,Umayanallur Ind Estate,Kerala,8.8333,76.9167
IN/691601,Inchavila B.O,Kerala,8.8333,76.9167
IN/695004,Goureesapattam B.O,Kerala,8.4333,77.05
IN/695005,Oolampara B.O,Kerala,8.4333,77.05
IN/695010,Sasthamangalam,Kerala,8.4333,77.05
IN/695011,Ulloor B.O,Kerala,8.4333,77.05
IN/695013,Kachani B.O,Kerala,8.4333,77.05
IN/695015,Nalanchira,Kerala,8.4333,77.05
IN/695019,Industrial Estate Tvm,Kerala,8.4333,77.05
IN/695020,Ookode B.O,Kerala,8.4333,77.05
IN/695027,Pachallur Edso,Kerala,8.4333,77.05
IN/695038,P.T.P Nagar,Kerala,8.4333,77.05
IN/695041,Jawahar Nagar,Kerala,8.4333,77.05
IN/695102,Alamcode,Kerala,8.4333,77.05
IN/695103,Ilamba Edso,Kerala,8.4333,77.05
IN/695104,Oorupoika B.O,Kerala,8.4333,77.05
IN/695122,Chaikottukonam B.O,Kerala,8.4333,77.05
IN/695125,Dalmugham B.O,Kerala,8.4333,77.05
IN/695133,Olathanni B.O,Kerala,8.4333,77.05
IN/695143,Vadasserikonam,Kerala,8.4333,77.05
IN/695305,Sasthavattom B.O,Kerala,8.4333,77.05
IN/695306,Kadakkavur,Kerala,8.4333,77.05
IN/695310,Haritharapuram B.O,Kerala,8.4333,77.05
IN/695311,Edava,Kerala,8.4333,77.05
IN/695323,Badaje B.O,Kerala,8.4333,77.05
IN/695501,Balaramapuram,Kerala,8.4333,77.05
IN/695503,Dhanuvachapuram,Kerala,8.4333,77.05
IN/695506,Uchakada,Kerala,8.4333,77.05
IN/695507,Ooruttambalam,Kerala,8.4333,77.05
IN/695526,Lourdupuram B.O,Kerala,8.4333,77.05
IN/695543,Uriakode B.O,Kerala,8.4333,77.05
IN/695551,Bonaccord Edso,Kerala,8.4333,77.05
IN/695561,Irinava B.O,Kerala,8.4333,77.05
IN/695562,Pacha,Kerala,8.4333,77.05
IN/695563,Idinjar B.O,Kerala,8.4333,77.05
IN/695571,Machel B.O,Kerala,8.4333,77.05
IN/695581,Irinchayam B.O,Kerala,8.4333,77.05
IN/695585,Sainik School,Kerala,8.4333,77.05
IN/695602,Malakkal B.O,Kerala,8.4333,77.05
IN/695604,Pakalkuri B.O,Kerala,8.4333,77.05
IN/695614,Adayamon B.O,Kerala,8.4333,77.05
IN/695616,Bharathannur,Kerala,8.4333,77.05
IN/670014,Chalad,Kerala,12.05,75.2667
